宝宝:0.06425,0.00018,0.00011,0.00121,0.00018,0.00021,0.00016,0.00140,0.00072,0.00006,0.00007,0.00096,0.00036,0.00022,0.00146,0.00031,0.00031,0.00047
孩子:0.07307,0.00038,0.00016,0.00215,0.00053,0.00023,0.00030,0.00400,0.00030,0.00085,0.00019,0.00199,0.00485,0.00033,0.00357,0.00056,0.00139,0.00205
吃:0.01427,0.00023,0.00087,0.00226,0.00053,0.00116,0.00071,0.06696,0.00057,0.00250,0.00086,0.04134,0.00354,0.00117,0.00371,0.00079,0.00483,0.00164
穿:0.00141,0.00025,0.00038,0.00394,0.00018,0.04249,0.00014,0.00018,0.00027,0.00110,0.00064,0.00032,0.00106,0.00117,0.00066,0.00011,0.00076,0.00086
民间故事:0.00003,0.00003,0.00005,0.00003,0.00009,0.00003,0.00003,0.00005,0.00002,0.00131,0.00002,0.00006,0.00051,0.00003,0.03349,0.00003,0.00010,0.00003
好吃:0.00019,0.00005,0.00016,0.00015,0.00018,0.00005,0.00008,0.02971,0.00002,0.00006,0.00002,0.00090,0.00004,0.00011,0.00013,0.00006,0.00024,0.00006
科学家:0.00016,0.00003,0.02431,0.00003,0.00009,0.00005,0.00003,0.00003,0.00002,0.00006,0.00010,0.00013,0.00004,0.00003,0.00007,0.00031,0.00010,0.00031
地球:0.00005,0.00020,0.02796,0.00015,0.00018,0.00015,0.00008,0.00010,0.00007,0.00027,0.00045,0.00019,0.00026,0.00014,0.00013,0.00014,0.00132,0.00044
LOL:0.00003,0.00003,0.00005,0.00012,0.00009,0.00008,0.00003,0.00003,0.02434,0.00003,0.00007,0.00006,0.00015,0.00006,0.00013,0.00006,0.00003,0.00003
SUV:0.00003,0.02196,0.00005,0.00003,0.00009,0.00003,0.00003,0.00003,0.00002,0.00003,0.00002,0.00006,0.00007,0.00003,0.00007,0.00003,0.00003,0.00006
宇宙:0.00003,0.00005,0.02099,0.00012,0.00009,0.00018,0.00008,0.00005,0.00035,0.00012,0.00010,0.00006,0.00004,0.00006,0.00007,0.00017,0.00003,0.00008
游戏:0.00027,0.00008,0.00027,0.00082,0.00018,0.00008,0.00035,0.00008,0.02437,0.00018,0.00019,0.00006,0.00022,0.00008,0.00026,0.00082,0.00017,0.00017
中国:0.00122,0.00618,0.00796,0.00576,0.00018,0.00214,0.01986,0.00425,0.00252,0.03323,0.07576,0.00116,0.00733,0.01520,0.00046,0.01189,0.02866,0.02694
妈妈:0.02896,0.00018,0.00016,0.00224,0.00044,0.00114,0.00005,0.00270,0.00012,0.00003,0.00014,0.00071,0.00190,0.00033,0.00199,0.00014,0.00035,0.00097
故事:0.00101,0.00033,0.00044,0.00085,0.00176,0.00031,0.00057,0.00046,0.00131,0.00299,0.00036,0.00032,0.00160,0.00050,0.03661,0.00076,0.00136,0.00047
做法:0.00096,0.00013,0.00005,0.00006,0.00018,0.00005,0.00003,0.02075,0.00007,0.00009,0.00005,0.00019,0.00022,0.00006,0.00020,0.00006,0.00003,0.00011
车:0.00013,0.02238,0.00005,0.00024,0.00018,0.00005,0.00044,0.00003,0.00030,0.00015,0.00038,0.00006,0.00387,0.00028,0.00040,0.00085,0.00069,0.00042
火星:0.00005,0.00003,0.01597,0.00024,0.00009,0.00003,0.00003,0.00003,0.00007,0.00006,0.00019,0.00006,0.00004,0.00006,0.00007,0.00011,0.00003,0.00017
王者:0.00003,0.00030,0.00005,0.00009,0.00018,0.00010,0.00033,0.00005,0.01712,0.00021,0.00010,0.00006,0.00007,0.00045,0.00007,0.00028,0.00003,0.00011
手机:0.00088,0.00025,0.00022,0.00062,0.00026,0.00034,0.00016,0.00015,0.00116,0.00006,0.00019,0.00045,0.00266,0.00017,0.00079,0.02448,0.00066,0.00053
时尚:0.00019,0.00108,0.00005,0.00121,0.00009,0.01896,0.00011,0.00018,0.00005,0.00012,0.00005,0.00006,0.00033,0.00011,0.00007,0.00025,0.00024,0.00031
皇帝:0.00005,0.00008,0.00005,0.00009,0.00009,0.00003,0.00003,0.00010,0.00030,0.01962,0.00005,0.00019,0.00007,0.00022,0.00013,0.00006,0.00017,0.00008
美军:0.00003,0.00003,0.00005,0.00003,0.00009,0.00003,0.00003,0.00003,0.00002,0.00101,0.01462,0.00006,0.00007,0.00003,0.00007,0.00003,0.00003,0.00058
英雄:0.00005,0.00018,0.00011,0.00062,0.00009,0.00008,0.00011,0.00003,0.01860,0.00241,0.00067,0.00013,0.00040,0.00103,0.00020,0.00008,0.00007,0.00031
荣耀:0.00003,0.00013,0.00005,0.00003,0.00009,0.00015,0.00005,0.00003,0.01406,0.00021,0.00010,0.00006,0.00004,0.00028,0.00007,0.00076,0.00003,0.00017
航母:0.00003,0.00003,0.00005,0.00003,0.00009,0.00005,0.00008,0.00003,0.00010,0.00003,0.01298,0.00006,0.00004,0.00003,0.00007,0.00008,0.00010,0.00011
历史:0.00008,0.00033,0.00120,0.00038,0.00026,0.00021,0.00087,0.00008,0.00086,0.02405,0.00100,0.00019,0.00036,0.00303,0.00007,0.00037,0.00153,0.00125
美味:0.00019,0.00005,0.00005,0.00003,0.00009,0.00005,0.00005,0.01326,0.00005,0.00003,0.00002,0.00039,0.00007,0.00003,0.00007,0.00006,0.00052,0.00019
怀孕:0.01616,0.00005,0.00005,0.00103,0.00018,0.00018,0.00003,0.00023,0.00017,0.00006,0.00005,0.00039,0.00088,0.00014,0.00146,0.00003,0.00024,0.00047
玩家:0.00003,0.00003,0.00005,0.00009,0.00009,0.00005,0.00011,0.00003,0.01181,0.00003,0.00007,0.00006,0.00007,0.00006,0.00007,0.00003,0.00003,0.00006
句子:0.00005,0.00003,0.00005,0.00003,0.01619,0.00003,0.00003,0.00003,0.00002,0.00003,0.00002,0.00006,0.00004,0.00003,0.00007,0.00003,0.00007,0.00003
